file_id,idx,datetime_utc,year,month,day,hour_utc,dom_cluster,dom_frac,rare_exposure,mean_residual,residual_frac,mean_total,mean_margin,near_frac
0,0,2014-01-01T00,2014,1,1,0,67,0.0247,0.1199,1883.40,0.3119,6037.80,0.2534,0.3135
1,1,2014-01-01T06,2014,1,1,6,67,0.0251,0.1217,1879.35,0.3119,6024.96,0.2553,0.3150
2,2,2014-01-01T12,2014,1,1,12,67,0.0252,0.1212,1884.72,0.3114,6052.57,0.2553,0.3152
3,3,2014-01-01T18,2014,1,1,18,67,0.0265,0.1216,1876.05,0.3106,6039.88,0.2582,0.3074
4,4,2014-01-02T00,2014,1,2,0,67,0.0263,0.1226,1888.60,0.3113,6066.99,0.2535,0.3195
5,5,2014-01-02T06,2014,1,2,6,67,0.0270,0.1222,1887.36,0.3116,6056.59,0.2540,0.3201
6,6,2014-01-02T12,2014,1,2,12,67,0.0274,0.1219,1898.70,0.3117,6092.41,0.2536,0.3234
7,7,2014-01-02T18,2014,1,2,18,67,0.0280,0.1236,1887.70,0.3108,6074.57,0.2578,0.3163
8,8,2014-01-03T00,2014,1,3,0,67,0.0288,0.1252,1899.35,0.3105,6116.13,0.2533,0.3180
9,9,2014-01-03T06,2014,1,3,6,67,0.0273,0.1237,1893.60,0.3100,6108.26,0.2559,0.3151
10,10,2014-01-03T12,2014,1,3,12,67,0.0269,0.1213,1899.61,0.3092,6143.51,0.2593,0.3105
11,11,2014-01-03T18,2014,1,3,18,67,0.0269,0.1236,1900.39,0.3097,6135.54,0.2618,0.3066
12,12,2014-01-04T00,2014,1,4,0,67,0.0276,0.1245,1915.48,0.3105,6168.37,0.2567,0.3175
13,13,2014-01-04T06,2014,1,4,6,67,0.0272,0.1261,1912.40,0.3109,6151.56,0.2561,0.3173
14,14,2014-01-04T12,2014,1,4,12,67,0.0261,0.1264,1926.85,0.3117,6182.55,0.2551,0.3263
15,15,2014-01-04T18,2014,1,4,18,67,0.0264,0.1279,1922.41,0.3119,6163.12,0.2550,0.3263
16,16,2014-01-05T00,2014,1,5,0,67,0.0264,0.1270,1927.59,0.3119,6180.15,0.2508,0.3351
17,17,2014-01-05T06,2014,1,5,6,67,0.0256,0.1271,1920.70,0.3125,6145.90,0.2501,0.3358
18,18,2014-01-05T12,2014,1,5,12,67,0.0251,0.1241,1931.42,0.3140,6151.87,0.2496,0.3328
19,19,2014-01-05T18,2014,1,5,18,67,0.0256,0.1230,1921.74,0.3142,6117.04,0.2519,0.3286
20,20,2014-01-06T00,2014,1,6,0,43,0.0235,0.1239,1925.37,0.3146,6120.37,0.2488,0.3336
21,21,2014-01-06T06,2014,1,6,6,43,0.0235,0.1237,1907.65,0.3136,6082.68,0.2529,0.3253
22,22,2014-01-06T12,2014,1,6,12,67,0.0232,0.1251,1918.31,0.3137,6114.16,0.2515,0.3315
23,23,2014-01-06T18,2014,1,6,18,43,0.0238,0.1238,1905.24,0.3137,6073.75,0.2544,0.3257
24,24,2014-01-07T00,2014,1,7,0,67,0.0247,0.1266,1909.30,0.3141,6078.71,0.2519,0.3286
25,25,2014-01-07T06,2014,1,7,6,67,0.0248,0.1261,1900.97,0.3148,6038.32,0.2517,0.3250
26,26,2014-01-07T12,2014,1,7,12,67,0.0253,0.1266,1905.72,0.3149,6052.75,0.2526,0.3215
27,27,2014-01-07T18,2014,1,7,18,67,0.0246,0.1261,1893.28,0.3157,5997.50,0.2550,0.3203
28,28,2014-01-08T00,2014,1,8,0,67,0.0225,0.1266,1899.71,0.3162,6008.20,0.2525,0.3223
29,29,2014-01-08T06,2014,1,8,6,67,0.0225,0.1278,1887.56,0.3160,5972.76,0.2533,0.3210
30,30,2014-01-08T12,2014,1,8,12,67,0.0239,0.1280,1892.00,0.3160,5987.66,0.2534,0.3152
31,31,2014-01-08T18,2014,1,8,18,67,0.0243,0.1274,1877.31,0.3159,5943.17,0.2562,0.3136
32,32,2014-01-09T00,2014,1,9,0,67,0.0243,0.1286,1884.58,0.3161,5962.23,0.2530,0.3200
33,33,2014-01-09T06,2014,1,9,6,67,0.0256,0.1300,1874.59,0.3157,5938.23,0.2533,0.3210
34,34,2014-01-09T12,2014,1,9,12,67,0.0273,0.1300,1882.57,0.3153,5971.40,0.2522,0.3209
35,35,2014-01-09T18,2014,1,9,18,67,0.0269,0.1273,1870.65,0.3150,5938.39,0.2557,0.3146
36,36,2014-01-10T00,2014,1,10,0,67,0.0260,0.1287,1876.91,0.3151,5957.08,0.2520,0.3136
37,37,2014-01-10T06,2014,1,10,6,67,0.0254,0.1285,1874.76,0.3157,5937.54,0.2518,0.3214
38,38,2014-01-10T12,2014,1,10,12,67,0.0247,0.1272,1880.74,0.3147,5977.20,0.2520,0.3158
39,39,2014-01-10T18,2014,1,10,18,60,0.0239,0.1250,1866.58,0.3145,5935.14,0.2543,0.3139
40,40,2014-01-11T00,2014,1,11,0,60,0.0237,0.1265,1872.27,0.3144,5954.53,0.2505,0.3169
41,41,2014-01-11T06,2014,1,11,6,60,0.0237,0.1239,1860.74,0.3140,5925.74,0.2517,0.3184
42,42,2014-01-11T12,2014,1,11,12,60,0.0240,0.1220,1873.66,0.3140,5967.80,0.2508,0.3198
43,43,2014-01-11T18,2014,1,11,18,60,0.0241,0.1208,1865.25,0.3137,5945.33,0.2547,0.3095
44,44,2014-01-12T00,2014,1,12,0,67,0.0232,0.1215,1870.13,0.3136,5964.35,0.2527,0.3126
45,45,2014-01-12T06,2014,1,12,6,67,0.0235,0.1204,1855.59,0.3120,5947.12,0.2560,0.3036
46,46,2014-01-12T12,2014,1,12,12,60,0.0231,0.1221,1871.81,0.3123,5994.49,0.2558,0.3080
47,47,2014-01-12T18,2014,1,12,18,4,0.0233,0.1227,1865.74,0.3119,5982.11,0.2588,0.3064
48,48,2014-01-13T00,2014,1,13,0,4,0.0222,0.1242,1876.64,0.3120,6014.57,0.2551,0.3072
49,49,2014-01-13T06,2014,1,13,6,60,0.0221,0.1259,1870.02,0.3120,5994.54,0.2553,0.3048
50,50,2014-01-13T12,2014,1,13,12,67,0.0231,0.1252,1883.07,0.3118,6038.61,0.2562,0.3070
51,51,2014-01-13T18,2014,1,13,18,67,0.0228,0.1250,1874.68,0.3113,6022.74,0.2574,0.3058
52,52,2014-01-14T00,2014,1,14,0,60,0.0233,0.1238,1885.42,0.3111,6060.69,0.2518,0.3185
53,53,2014-01-14T06,2014,1,14,6,60,0.0234,0.1254,1871.30,0.3096,6043.95,0.2573,0.3056
54,54,2014-01-14T12,2014,1,14,12,67,0.0246,0.1264,1883.91,0.3095,6086.02,0.2584,0.3061
55,55,2014-01-14T18,2014,1,14,18,60,0.0246,0.1252,1879.76,0.3098,6066.89,0.2598,0.3063
56,56,2014-01-15T00,2014,1,15,0,60,0.0236,0.1258,1882.92,0.3092,6089.25,0.2565,0.3079
57,57,2014-01-15T06,2014,1,15,6,60,0.0228,0.1252,1880.61,0.3094,6078.20,0.2575,0.3158
58,58,2014-01-15T12,2014,1,15,12,60,0.0227,0.1247,1890.94,0.3098,6103.32,0.2582,0.3154
59,59,2014-01-15T18,2014,1,15,18,60,0.0219,0.1226,1883.24,0.3099,6077.81,0.2608,0.3058
60,60,2014-01-16T00,2014,1,16,0,67,0.0209,0.1213,1893.66,0.3103,6103.44,0.2545,0.3154
61,61,2014-01-16T06,2014,1,16,6,43,0.0212,0.1224,1887.31,0.3103,6081.38,0.2553,0.3140
62,62,2014-01-16T12,2014,1,16,12,43,0.0222,0.1230,1896.13,0.3105,6107.19,0.2558,0.3152
63,63,2014-01-16T18,2014,1,16,18,43,0.0225,0.1199,1895.83,0.3112,6091.79,0.2550,0.3114
64,64,2014-01-17T00,2014,1,17,0,43,0.0233,0.1214,1902.52,0.3115,6106.75,0.2504,0.3188
65,65,2014-01-17T06,2014,1,17,6,43,0.0227,0.1215,1893.66,0.3118,6073.68,0.2512,0.3151
66,66,2014-01-17T12,2014,1,17,12,43,0.0227,0.1196,1897.44,0.3115,6091.10,0.2526,0.3127
67,67,2014-01-17T18,2014,1,17,18,43,0.0239,0.1195,1895.79,0.3120,6075.64,0.2528,0.3123
68,68,2014-01-18T00,2014,1,18,0,43,0.0233,0.1183,1907.85,0.3128,6098.35,0.2479,0.3200
69,69,2014-01-18T06,2014,1,18,6,43,0.0236,0.1187,1901.80,0.3133,6069.99,0.2487,0.3113
70,70,2014-01-18T12,2014,1,18,12,43,0.0217,0.1179,1911.98,0.3135,6098.02,0.2495,0.3114
71,71,2014-01-18T18,2014,1,18,18,43,0.0219,0.1180,1907.19,0.3142,6070.33,0.2519,0.3087
72,72,2014-01-19T00,2014,1,19,0,67,0.0227,0.1180,1910.96,0.3143,6080.98,0.2516,0.3074
73,73,2014-01-19T06,2014,1,19,6,67,0.0235,0.1182,1903.73,0.3154,6036.68,0.2518,0.3121
74,74,2014-01-19T12,2014,1,19,12,43,0.0234,0.1180,1906.98,0.3152,6050.27,0.2531,0.3145
75,75,2014-01-19T18,2014,1,19,18,43,0.0244,0.1176,1896.27,0.3151,6017.88,0.2575,0.3061
76,76,2014-01-20T00,2014,1,20,0,67,0.0251,0.1201,1899.85,0.3146,6039.59,0.2559,0.3123
77,77,2014-01-20T06,2014,1,20,6,67,0.0251,0.1217,1888.69,0.3147,6001.92,0.2559,0.3155
78,78,2014-01-20T12,2014,1,20,12,67,0.0245,0.1207,1898.33,0.3153,6019.95,0.2554,0.3207
79,79,2014-01-20T18,2014,1,20,18,67,0.0240,0.1194,1889.40,0.3151,5995.71,0.2582,0.3147
80,80,2014-01-21T00,2014,1,21,0,67,0.0229,0.1214,1892.64,0.3142,6022.72,0.2553,0.3226
81,81,2014-01-21T06,2014,1,21,6,60,0.0241,0.1209,1885.43,0.3139,6006.42,0.2550,0.3335
82,82,2014-01-21T12,2014,1,21,12,60,0.0239,0.1234,1892.65,0.3129,6048.40,0.2563,0.3201
83,83,2014-01-21T18,2014,1,21,18,60,0.0244,0.1220,1888.42,0.3130,6034.25,0.2588,0.3105
84,84,2014-01-22T00,2014,1,22,0,60,0.0258,0.1261,1900.13,0.3134,6063.12,0.2544,0.3217
85,85,2014-01-22T06,2014,1,22,6,60,0.0248,0.1249,1895.10,0.3137,6041.22,0.2557,0.3230
86,86,2014-01-22T12,2014,1,22,12,60,0.0253,0.1241,1895.45,0.3127,6061.24,0.2585,0.3185
87,87,2014-01-22T18,2014,1,22,18,60,0.0260,0.1216,1887.77,0.3123,6045.17,0.2609,0.3204
88,88,2014-01-23T00,2014,1,23,0,60,0.0250,0.1222,1893.20,0.3121,6065.37,0.2601,0.3106
89,89,2014-01-23T06,2014,1,23,6,60,0.0245,0.1251,1883.61,0.3118,6041.28,0.2617,0.3118
90,90,2014-01-23T12,2014,1,23,12,67,0.0257,0.1252,1891.28,0.3105,6090.69,0.2630,0.3116
91,91,2014-01-23T18,2014,1,23,18,67,0.0255,0.1228,1887.40,0.3104,6080.05,0.2619,0.3121
92,92,2014-01-24T00,2014,1,24,0,67,0.0254,0.1211,1908.29,0.3106,6143.79,0.2545,0.3287
93,93,2014-01-24T06,2014,1,24,6,67,0.0258,0.1240,1908.27,0.3111,6133.38,0.2550,0.3207
94,94,2014-01-24T12,2014,1,24,12,67,0.0257,0.1245,1926.53,0.3110,6194.57,0.2550,0.3249
95,95,2014-01-24T18,2014,1,24,18,60,0.0265,0.1230,1923.53,0.3116,6172.16,0.2572,0.3215
96,96,2014-01-25T00,2014,1,25,0,60,0.0272,0.1231,1940.18,0.3124,6210.71,0.2502,0.3269
97,97,2014-01-25T06,2014,1,25,6,60,0.0273,0.1220,1942.12,0.3129,6206.31,0.2489,0.3301
98,98,2014-01-25T12,2014,1,25,12,60,0.0279,0.1210,1953.41,0.3126,6248.86,0.2475,0.3349
99,99,2014-01-25T18,2014,1,25,18,60,0.0264,0.1208,1942.31,0.3129,6208.16,0.2492,0.3261
100,100,2014-01-26T00,2014,1,26,0,60,0.0259,0.1214,1942.42,0.3122,6222.07,0.2469,0.3280
101,101,2014-01-26T06,2014,1,26,6,60,0.0246,0.1195,1929.52,0.3124,6175.78,0.2480,0.3254
102,102,2014-01-26T12,2014,1,26,12,60,0.0257,0.1209,1934.18,0.3120,6199.32,0.2478,0.3302
103,103,2014-01-26T18,2014,1,26,18,60,0.0247,0.1198,1922.81,0.3129,6145.76,0.2503,0.3211
104,104,2014-01-27T00,2014,1,27,0,60,0.0247,0.1191,1929.48,0.3131,6162.97,0.2476,0.3289
105,105,2014-01-27T06,2014,1,27,6,60,0.0235,0.1220,1927.68,0.3145,6128.89,0.2474,0.3275
106,106,2014-01-27T12,2014,1,27,12,60,0.0239,0.1237,1935.91,0.3142,6162.02,0.2466,0.3270
107,107,2014-01-27T18,2014,1,27,18,60,0.0228,0.1198,1927.28,0.3146,6125.85,0.2471,0.3262
108,108,2014-01-28T00,2014,1,28,0,60,0.0231,0.1195,1930.50,0.3148,6131.91,0.2426,0.3315
109,109,2014-01-28T06,2014,1,28,6,43,0.0221,0.1217,1918.52,0.3146,6098.50,0.2459,0.3315
110,110,2014-01-28T12,2014,1,28,12,60,0.0225,0.1234,1926.08,0.3140,6134.84,0.2471,0.3194
111,111,2014-01-28T18,2014,1,28,18,4,0.0219,0.1208,1915.81,0.3135,6110.97,0.2489,0.3196
112,112,2014-01-29T00,2014,1,29,0,60,0.0216,0.1221,1922.32,0.3140,6121.50,0.2432,0.3324
113,113,2014-01-29T06,2014,1,29,6,60,0.0224,0.1243,1918.61,0.3143,6104.54,0.2449,0.3240
114,114,2014-01-29T12,2014,1,29,12,60,0.0226,0.1229,1931.26,0.3140,6151.48,0.2436,0.3299
115,115,2014-01-29T18,2014,1,29,18,60,0.0221,0.1226,1925.37,0.3140,6131.09,0.2464,0.3262
116,116,2014-01-30T00,2014,1,30,0,60,0.0231,0.1233,1936.99,0.3153,6143.02,0.2448,0.3229
117,117,2014-01-30T06,2014,1,30,6,60,0.0226,0.1234,1929.58,0.3154,6118.64,0.2459,0.3250
118,118,2014-01-30T12,2014,1,30,12,60,0.0247,0.1230,1939.43,0.3153,6151.02,0.2462,0.3232
119,119,2014-01-30T18,2014,1,30,18,60,0.0260,0.1246,1936.77,0.3160,6129.05,0.2488,0.3200
120,120,2014-01-31T00,2014,1,31,0,60,0.0262,0.1257,1949.80,0.3163,6164.97,0.2466,0.3165
121,121,2014-01-31T06,2014,1,31,6,60,0.0271,0.1259,1947.20,0.3163,6155.38,0.2464,0.3181
122,122,2014-01-31T12,2014,1,31,12,60,0.0264,0.1270,1961.08,0.3163,6200.86,0.2440,0.3207
123,123,2014-01-31T18,2014,1,31,18,60,0.0232,0.1259,1960.74,0.3169,6187.50,0.2447,0.3228
124,124,2014-02-01T00,2014,2,1,0,60,0.0237,0.1259,1971.09,0.3178,6202.32,0.2404,0.3320
125,125,2014-02-01T06,2014,2,1,6,60,0.0224,0.1279,1963.15,0.3182,6169.30,0.2408,0.3285
126,126,2014-02-01T12,2014,2,1,12,60,0.0219,0.1274,1969.45,0.3178,6197.75,0.2394,0.3429
127,127,2014-02-01T18,2014,2,1,18,60,0.0223,0.1252,1960.41,0.3175,6174.85,0.2400,0.3416
128,128,2014-02-02T00,2014,2,2,0,60,0.0212,0.1261,1959.64,0.3169,6184.63,0.2376,0.3400
129,129,2014-02-02T06,2014,2,2,6,7,0.0213,0.1290,1957.98,0.3179,6159.89,0.2371,0.3404
130,130,2014-02-02T12,2014,2,2,12,7,0.0221,0.1274,1962.36,0.3170,6189.79,0.2352,0.3457
131,131,2014-02-02T18,2014,2,2,18,7,0.0225,0.1270,1946.14,0.3168,6142.89,0.2389,0.3348
132,132,2014-02-03T00,2014,2,3,0,7,0.0211,0.1271,1944.24,0.3164,6144.34,0.2368,0.3433
133,133,2014-02-03T06,2014,2,3,6,7,0.0221,0.1295,1929.75,0.3163,6101.05,0.2389,0.3381
134,134,2014-02-03T12,2014,2,3,12,7,0.0227,0.1258,1925.83,0.3150,6113.82,0.2406,0.3322
135,135,2014-02-03T18,2014,2,3,18,7,0.0221,0.1262,1911.42,0.3144,6079.34,0.2450,0.3272
136,136,2014-02-04T00,2014,2,4,0,7,0.0224,0.1271,1920.62,0.3148,6101.16,0.2424,0.3348
137,137,2014-02-04T06,2014,2,4,6,7,0.0239,0.1305,1907.03,0.3142,6069.45,0.2450,0.3301
138,138,2014-02-04T12,2014,2,4,12,7,0.0216,0.1273,1914.30,0.3135,6105.39,0.2435,0.3369
139,139,2014-02-04T18,2014,2,4,18,43,0.0221,0.1267,1908.38,0.3143,6072.40,0.2454,0.3306
140,140,2014-02-05T00,2014,2,5,0,60,0.0227,0.1270,1925.82,0.3155,6104.01,0.2412,0.3427
141,141,2014-02-05T06,2014,2,5,6,60,0.0229,0.1305,1926.46,0.3167,6082.69,0.2427,0.3341
142,142,2014-02-05T12,2014,2,5,12,60,0.0232,0.1298,1934.97,0.3158,6127.09,0.2422,0.3406
143,143,2014-02-05T18,2014,2,5,18,60,0.0257,0.1312,1931.89,0.3159,6115.73,0.2454,0.3366
144,144,2014-02-06T00,2014,2,6,0,60,0.0269,0.1308,1945.16,0.3159,6157.00,0.2401,0.3398
145,145,2014-02-06T06,2014,2,6,6,60,0.0288,0.1333,1938.23,0.3155,6143.42,0.2439,0.3241
146,146,2014-02-06T12,2014,2,6,12,60,0.0289,0.1305,1953.95,0.3156,6191.57,0.2409,0.3289
147,147,2014-02-06T18,2014,2,6,18,60,0.0291,0.1294,1947.71,0.3161,6162.18,0.2404,0.3289
148,148,2014-02-07T00,2014,2,7,0,60,0.0276,0.1288,1955.45,0.3162,6183.75,0.2362,0.3361
149,149,2014-02-07T06,2014,2,7,6,60,0.0272,0.1309,1939.59,0.3154,6149.33,0.2385,0.3323
150,150,2014-02-07T12,2014,2,7,12,60,0.0275,0.1321,1946.99,0.3148,6184.06,0.2375,0.3350
151,151,2014-02-07T18,2014,2,7,18,60,0.0269,0.1289,1935.13,0.3151,6141.87,0.2416,0.3263
152,152,2014-02-08T00,2014,2,8,0,60,0.0246,0.1278,1935.09,0.3153,6136.56,0.2387,0.3319
153,153,2014-02-08T06,2014,2,8,6,60,0.0268,0.1300,1915.91,0.3150,6081.67,0.2413,0.3294
154,154,2014-02-08T12,2014,2,8,12,60,0.0265,0.1295,1925.68,0.3147,6119.79,0.2408,0.3299
155,155,2014-02-08T18,2014,2,8,18,60,0.0255,0.1309,1920.30,0.3156,6085.20,0.2422,0.3279
156,156,2014-02-09T00,2014,2,9,0,60,0.0259,0.1302,1927.74,0.3161,6098.50,0.2378,0.3382
157,157,2014-02-09T06,2014,2,9,6,60,0.0273,0.1332,1913.97,0.3158,6061.12,0.2396,0.3362
158,158,2014-02-09T12,2014,2,9,12,60,0.0267,0.1305,1916.06,0.3148,6087.38,0.2413,0.3279
159,159,2014-02-09T18,2014,2,9,18,60,0.0264,0.1296,1907.61,0.3151,6053.43,0.2444,0.3203
160,160,2014-02-10T00,2014,2,10,0,60,0.0264,0.1303,1911.33,0.3150,6067.20,0.2426,0.3218
161,161,2014-02-10T06,2014,2,10,6,60,0.0244,0.1296,1906.87,0.3158,6037.69,0.2431,0.3272
162,162,2014-02-10T12,2014,2,10,12,60,0.0235,0.1286,1916.64,0.3168,6049.65,0.2418,0.3364
163,163,2014-02-10T18,2014,2,10,18,60,0.0229,0.1257,1904.99,0.3169,6011.87,0.2444,0.3280
164,164,2014-02-11T00,2014,2,11,0,60,0.0243,0.1252,1904.12,0.3160,6026.40,0.2415,0.3285
165,165,2014-02-11T06,2014,2,11,6,60,0.0247,0.1261,1894.20,0.3153,6008.10,0.2441,0.3186
166,166,2014-02-11T12,2014,2,11,12,60,0.0229,0.1244,1903.41,0.3156,6030.65,0.2435,0.3271
167,167,2014-02-11T18,2014,2,11,18,60,0.0219,0.1246,1891.47,0.3151,6002.32,0.2460,0.3237
168,168,2014-02-12T00,2014,2,12,0,60,0.0212,0.1254,1903.58,0.3154,6035.21,0.2424,0.3305
169,169,2014-02-12T06,2014,2,12,6,7,0.0213,0.1257,1895.34,0.3148,6020.49,0.2450,0.3288
170,170,2014-02-12T12,2014,2,12,12,7,0.0212,0.1248,1905.29,0.3144,6059.53,0.2450,0.3267
171,171,2014-02-12T18,2014,2,12,18,60,0.0212,0.1226,1900.93,0.3145,6044.76,0.2466,0.3208
172,172,2014-02-13T00,2014,2,13,0,60,0.0220,0.1231,1913.42,0.3142,6089.45,0.2442,0.3285
173,173,2014-02-13T06,2014,2,13,6,60,0.0202,0.1255,1906.81,0.3139,6074.94,0.2446,0.3296
174,174,2014-02-13T12,2014,2,13,12,60,0.0221,0.1261,1920.34,0.3143,6109.80,0.2440,0.3301
175,175,2014-02-13T18,2014,2,13,18,60,0.0229,0.1248,1916.62,0.3148,6088.01,0.2445,0.3313
176,176,2014-02-14T00,2014,2,14,0,60,0.0247,0.1254,1925.37,0.3147,6117.50,0.2445,0.3261
177,177,2014-02-14T06,2014,2,14,6,60,0.0244,0.1272,1917.35,0.3150,6087.00,0.2436,0.3305
178,178,2014-02-14T12,2014,2,14,12,60,0.0239,0.1252,1929.53,0.3151,6123.66,0.2414,0.3349
179,179,2014-02-14T18,2014,2,14,18,60,0.0235,0.1222,1922.87,0.3147,6110.02,0.2439,0.3271
180,180,2014-02-15T00,2014,2,15,0,60,0.0237,0.1243,1931.46,0.3144,6144.24,0.2410,0.3403
181,181,2014-02-15T06,2014,2,15,6,7,0.0222,0.1266,1924.36,0.3150,6108.78,0.2430,0.3282
182,182,2014-02-15T12,2014,2,15,12,7,0.0225,0.1242,1930.33,0.3153,6122.92,0.2427,0.3296
183,183,2014-02-15T18,2014,2,15,18,7,0.0217,0.1256,1919.98,0.3159,6078.75,0.2438,0.3378
184,184,2014-02-16T00,2014,2,16,0,7,0.0238,0.1257,1932.29,0.3169,6097.97,0.2411,0.3434
185,185,2014-02-16T06,2014,2,16,6,7,0.0229,0.1272,1923.46,0.3177,6053.61,0.2412,0.3422
186,186,2014-02-16T12,2014,2,16,12,60,0.0245,0.1288,1925.04,0.3172,6069.71,0.2427,0.3400
187,187,2014-02-16T18,2014,2,16,18,60,0.0257,0.1261,1906.68,0.3165,6025.19,0.2452,0.3319
188,188,2014-02-17T00,2014,2,17,0,60,0.0251,0.1274,1913.79,0.3173,6031.45,0.2440,0.3409
189,189,2014-02-17T06,2014,2,17,6,60,0.0256,0.1289,1903.81,0.3180,5985.87,0.2464,0.3370
190,190,2014-02-17T12,2014,2,17,12,60,0.0251,0.1290,1902.92,0.3174,5995.23,0.2481,0.3298
191,191,2014-02-17T18,2014,2,17,18,60,0.0270,0.1289,1887.44,0.3164,5965.48,0.2523,0.3206
192,192,2014-02-18T00,2014,2,18,0,60,0.0257,0.1284,1898.64,0.3170,5989.61,0.2499,0.3305
193,193,2014-02-18T06,2014,2,18,6,60,0.0248,0.1292,1887.84,0.3172,5952.30,0.2508,0.3272
194,194,2014-02-18T12,2014,2,18,12,60,0.0226,0.1275,1894.83,0.3165,5986.28,0.2509,0.3215
195,195,2014-02-18T18,2014,2,18,18,60,0.0220,0.1250,1885.35,0.3165,5956.03,0.2521,0.3205
196,196,2014-02-19T00,2014,2,19,0,67,0.0226,0.1255,1890.33,0.3164,5973.76,0.2478,0.3267
197,197,2014-02-19T06,2014,2,19,6,60,0.0238,0.1257,1877.81,0.3166,5931.59,0.2489,0.3286
198,198,2014-02-19T12,2014,2,19,12,60,0.0240,0.1292,1883.24,0.3164,5952.52,0.2483,0.3280
199,199,2014-02-19T18,2014,2,19,18,60,0.0243,0.1265,1872.16,0.3158,5927.76,0.2527,0.3241
200,200,2014-02-20T00,2014,2,20,0,60,0.0231,0.1256,1879.40,0.3164,5940.20,0.2497,0.3338
201,201,2014-02-20T06,2014,2,20,6,60,0.0238,0.1283,1870.21,0.3170,5900.07,0.2505,0.3341
202,202,2014-02-20T12,2014,2,20,12,67,0.0252,0.1287,1881.03,0.3169,5935.46,0.2514,0.3302
203,203,2014-02-20T18,2014,2,20,18,60,0.0248,0.1275,1872.17,0.3170,5905.72,0.2552,0.3285
204,204,2014-02-21T00,2014,2,21,0,60,0.0255,0.1275,1871.55,0.3158,5927.02,0.2541,0.3226
205,205,2014-02-21T06,2014,2,21,6,60,0.0261,0.1261,1864.75,0.3157,5905.87,0.2546,0.3236
206,206,2014-02-21T12,2014,2,21,12,60,0.0261,0.1268,1868.80,0.3144,5944.92,0.2568,0.3147
207,207,2014-02-21T18,2014,2,21,18,60,0.0264,0.1265,1861.11,0.3142,5923.67,0.2622,0.3029
208,208,2014-02-22T00,2014,2,22,0,60,0.0267,0.1263,1862.63,0.3135,5941.46,0.2594,0.3109
209,209,2014-02-22T06,2014,2,22,6,60,0.0278,0.1262,1851.89,0.3134,5909.83,0.2608,0.3041
210,210,2014-02-22T12,2014,2,22,12,60,0.0281,0.1243,1847.08,0.3111,5936.77,0.2620,0.3046
211,211,2014-02-22T18,2014,2,22,18,60,0.0275,0.1237,1839.72,0.3109,5917.80,0.2667,0.2965
212,212,2014-02-23T00,2014,2,23,0,60,0.0264,0.1278,1843.21,0.3105,5936.37,0.2628,0.2999
213,213,2014-02-23T06,2014,2,23,6,60,0.0274,0.1281,1835.19,0.3111,5898.78,0.2652,0.2969
214,214,2014-02-23T12,2014,2,23,12,60,0.0287,0.1298,1845.04,0.3108,5935.51,0.2643,0.3033
215,215,2014-02-23T18,2014,2,23,18,60,0.0271,0.1265,1839.01,0.3111,5910.65,0.2665,0.2957
216,216,2014-02-24T00,2014,2,24,0,67,0.0260,0.1282,1851.04,0.3117,5939.18,0.2610,0.3005
217,217,2014-02-24T06,2014,2,24,6,67,0.0264,0.1283,1843.55,0.3116,5916.01,0.2610,0.3039
218,218,2014-02-24T12,2014,2,24,12,67,0.0269,0.1268,1852.17,0.3108,5958.70,0.2600,0.3049
219,219,2014-02-24T18,2014,2,24,18,67,0.0269,0.1265,1848.93,0.3112,5941.81,0.2620,0.3008
220,220,2014-02-25T00,2014,2,25,0,67,0.0273,0.1258,1857.04,0.3113,5964.56,0.2588,0.3057
221,221,2014-02-25T06,2014,2,25,6,67,0.0278,0.1261,1851.38,0.3114,5945.18,0.2614,0.3055
222,222,2014-02-25T12,2014,2,25,12,67,0.0266,0.1255,1864.53,0.3114,5986.72,0.2635,0.3031
223,223,2014-02-25T18,2014,2,25,18,67,0.0269,0.1247,1858.10,0.3119,5957.82,0.2648,0.3020
224,224,2014-02-26T00,2014,2,26,0,43,0.0266,0.1242,1866.58,0.3115,5992.71,0.2607,0.3045
225,225,2014-02-26T06,2014,2,26,6,43,0.0278,0.1270,1864.33,0.3120,5974.50,0.2592,0.3155
226,226,2014-02-26T12,2014,2,26,12,43,0.0256,0.1272,1883.07,0.3130,6016.27,0.2548,0.3208
227,227,2014-02-26T18,2014,2,26,18,43,0.0261,0.1276,1874.83,0.3127,5995.01,0.2589,0.3140
228,228,2014-02-27T00,2014,2,27,0,60,0.0243,0.1252,1877.88,0.3124,6010.72,0.2545,0.3204
229,229,2014-02-27T06,2014,2,27,6,60,0.0244,0.1269,1872.95,0.3123,5996.66,0.2564,0.3151
230,230,2014-02-27T12,2014,2,27,12,60,0.0242,0.1274,1885.22,0.3122,6038.80,0.2559,0.3225
231,231,2014-02-27T18,2014,2,27,18,60,0.0260,0.1267,1872.72,0.3114,6013.86,0.2578,0.3149
232,232,2014-02-28T00,2014,2,28,0,60,0.0265,0.1261,1876.34,0.3112,6029.74,0.2556,0.3145
233,233,2014-02-28T06,2014,2,28,6,60,0.0269,0.1259,1871.10,0.3119,5998.63,0.2567,0.3186
234,234,2014-02-28T12,2014,2,28,12,60,0.0277,0.1254,1886.40,0.3133,6020.41,0.2538,0.3287
235,235,2014-02-28T18,2014,2,28,18,60,0.0285,0.1240,1871.62,0.3133,5973.76,0.2554,0.3212
